Title,Text,Author,Date,Time
Hungarian analysts hail China's new COVID approach,"A health worker administers a dose of COVID-19 vaccine to Anna Lujza Honecz from Hungary at a vaccination site in Tsinghua University, Beijing, capital of China, April 3, 2021. (Xinhua/Chen Zhonghao)
With its 90 percent COVID-19 vaccination rate, China's decision to reopen its borders is not irresponsible, he said. In most European countries the same decision was made when the vaccination rate was around 70 percent only.
BUDAPEST, Jan. 4 (Xinhua) -- A Hungarian expert spoke highly of China's reaction to the early stages of the coronavirus pandemic and said he was optimistic about the Chinese government's new anti-COVID measures.
""China reacted well in the early stages of the pandemic, when it stopped the spread of the virus with national lockdowns and mass testing, and began developing its own vaccines,"" Zoltan Kiszelly, director of the Center of Political Analyses at Hungary's Szazadveg Institute, told Xinhua in a recent interview.
China's health industry made a significant contribution to the global response to COVID-19 by exporting personal protective equipment (face masks, clothing) and syringes, according to Kiszelly.
The delivery from China to Hungary of hundreds of thousands of doses of the Sinopharm COVID-19 vaccine in 2021 greatly contributed to the rapid and mass immunization of the Hungarian population, said the expert.
Staff members transfer the first batch of China's Sinopharm COVID-19 vaccine purchased by Hungary at the Liszt Ferenc International Airport in Budapest, Hungary, Feb. 16, 2021. (Photo by Attila Volgyi/Xinhua)
It also helped Hungary to reopen after lifting the lockdown earlier than many other countries of Western Europe, he said.
The expert emphasized that in the early stages of the pandemic, China donated its own vaccine to allied third-world countries, which slowed the spread of the virus and helped the immunization of health workers and critical infrastructure workers.
Kiszelly also praised China for obtaining the World Health Organization's (WHO) authorization for its Sinopharm vaccine, which enabled people to freely travel in Europe.
It would be beneficial if the WHO, China, India, the United States, Russia and the European Medicines Agency (EMA) coordinated their licensing practices, he noted.
A community worker (L) offers a care package with medicines and COVID-19 prevention materials to a resident in Yangfangdian Subdistrict of Haidian District in Beijing, capital of China, Dec. 27, 2022. (Xinhua/Ren Chao)
With its 90 percent COVID-19 vaccination rate, China's decision to reopen its borders is not irresponsible, he said. In most European countries the same decision was made when the vaccination rate was around 70 percent only.
""I am optimistic about the Chinese government's pandemic prevention and control measures, as China can draw on the experience of other countries and regions, and the organization of the country, the discipline of the Chinese people, and the performance capacity of the Chinese economy provide the necessary tools, logistics and public cooperation for the new phase of the fight against the pandemic,"" he said.
A volunteer helps a foreigner to check identity information at a COVID-19 test site in Chaoyang District, Beijing, capital of China, May 5, 2022. (Xinhua/Ju Huanzong)
""China understood that a complex problem requires a complex solution, and this is an excellent thing because nowadays complex thinking is a rare commodity,"" another expert, Andras Inotai, former general director of the Institute for World Economics of the Hungarian Academy of Sciences, told Xinhua.
""The pandemic is truly a global challenge for mankind, and I think leaders worldwide should cooperate to address it. They should also rely on the experience of China's 5,000-year-old culture, which has proven its resilience and capacity to adapt to face hard challenges,"" he said.
",Xinhua,January 05,10:42
Iran to add Chinese language learning to school programs: minister,"TEHRAN, Jan. 4 (Xinhua) -- Iran will add Chinese language courses to its school curriculums from early 2024, Hamshahri Online news website reported Wednesday, citing Education Minister Yousef Nouri.
From the beginning of the Iranian year 1403, or March 21, 2024, ""we will add several languages, including German and Chinese, as optional"" language courses to the school programs, Nouri was quoted as saying.
Students' needs should be taken into consideration and the officials should take steps in this regard, he added.
Chinese language courses are now only offered in Iranian universities.
",Xinhua,January 05,10:36
Paralyzed U.S. House reconvenes for 2nd day of speaker election amid political stalemate,"Photo taken on Jan. 3, 2023 shows the U.S. Capitol building in Washington, D.C., the United States. (Xinhua/Liu Jie)
It was the first time a House speaker hadn't been elected on the first ballot in 100 years. U.S. President Joe Biden reacted to the political drama surrounding the House speakership vote on Wednesday morning, saying that ""it's embarrassing the way it's taking so long.""
WASHINGTON, Jan. 4 (Xinhua) -- Members of a paralyzed U.S. House of Representatives reconvened Wednesday noon to elect a new speaker after a chaotic opening day of the divided 118th Congress.
U.S. Congressman Kevin McCarthy, a Republican from California, failed to secure enough votes on three ballots on Tuesday afternoon because about 20 House lawmakers of his own party picked other candidates for speaker.
It was the first time a House speaker -- who maintains order, manages its proceedings, and governs the administration of its business on the lower chamber's floor -- hadn't been elected on the first ballot in 100 years.
The fourth round of voting is underway. The 435-seat House will have to vote on and on until a speaker is elected with a majority of votes. Before that, members cannot be sworn in and committees cannot be formed with the rest of the business stalled.
U.S. President Joe Biden, a Democrat, reacted to the political drama surrounding the House speakership vote on Wednesday morning, saying that ""it's embarrassing the way it's taking so long.""
""How do you think this looks to the rest of the world?"" Biden told reporters at the White House before leaving for Hebron, Kentucky. ""It's not a good look. It's not a good thing.""
McCarthy has the support of most House Republicans and former U.S. President Donald Trump but a handful of hardliners have opposed his bid to lead the conference by arguing that he is insufficiently conservative while refusing to decentralize the speaker's power.
Trump reaffirmed his support for McCarthy on Wednesday morning, urging Republican House members to elect him and not to ""turn a great triumph into a giant &embarrassing defeat"" in a social media post.
Photo taken on Jan. 3, 2023 shows the U.S. Capitol building in Washington, D.C., the United States. (Xinhua/Liu Jie)
U.S. Congressman Matt Gaetz, a longtime Trump supporter and one of the House Republicans seeking to doom McCarthy's quest to take the gavel, responded in a statement that the former Republican president's suggestion ""changes neither my view of McCarthy nor Trump nor my vote.""
McCarthy told reporters that ""I think we'll get to 218,"" as he appeared on Capitol Hill on Wednesday morning despite no clear path yet to break the historic political statement.
Republicans flipped the House in the 2022 midterm elections while Democrats held onto their majority in the Senate.
The divided Congress convened for the first time on Tuesday, with U.S. Vice President Kamala Harris presiding over the opening of the 100-people upper chamber in which Democrats control 51 seats versus 49 for Republicans.
Chuck Schumer from New York and Mitch McConnell from Kentucky remain the Senate majority leader and minority leader, respectively.
",Xinhua,January 05,09:19
Paralyzed U.S. House temporarily adjourns as political deadlock over speakership persists,"WASHINGTON, Jan. 4 (Xinhua) -- Members of a paralyzed U.S. House of Representatives failed to elect a new speaker again on Wednesday afternoon with no end in sight to the political stalemate.
The House voted to adjourn until early Wednesday night for closed-door negotiations after U.S. Congressman Kevin McCarthy, a Republican from California, failed to secure enough votes another three times due to intra-party division.
House members voted three times on Tuesday, the opening day of the divided 118th Congress, but McCarthy fell short of the necessary 218 votes to be the next speaker.
It was the first time a House speaker -- who maintains order, manages its proceedings, and governs the administration of its business on the lower chamber's floor -- hadn't been elected on the first ballot in 100 years.
The 435-seat House will have to vote on and on until a speaker is elected with a majority of votes. Before that, members cannot be sworn in and committees cannot be formed with the rest of the business stalled.
U.S. President Joe Biden, a Democrat, reacted to the political drama surrounding the House speakership vote on Wednesday morning, saying that ""it's embarrassing the way it's taking so long.""
""How do you think this looks to the rest of the world?"" Biden told reporters at the White House before leaving for Hebron, Kentucky. ""It's not a good look. It's not a good thing.""
McCarthy has the support of most House Republicans and former U.S. President Donald Trump, but a handful of hardliners have opposed his bid to lead the conference by arguing that he is insufficiently conservative while refusing to decentralize the speaker's power.
Trump reaffirmed his support for McCarthy in a social media post on Wednesday morning, urging Republican House members to elect him and not to ""turn a great triumph into a giant &embarrassing defeat.""
U.S. Congressman Matt Gaetz, a longtime Trump supporter and one of the House Republicans seeking to doom McCarthy's quest to take the gavel, responded in a statement that the former Republican president's suggestion ""changes neither my view of McCarthy nor Trump nor my vote.""
McCarthy told reporters that ""I think we'll get to 218,"" as he appeared on Capitol Hill on Wednesday morning despite no clear path yet to break the historic deadlock.
The House has elected a speaker 127 times since 1789. There have been 14 instances of speaker elections requiring multiple ballots.
Thirteen of 14 multiple-ballot elections occurred before the Civil War, when party divisions were more nebulous, according to congressional historians. The last time a speaker election required two or more votes on the floor happened in 1923.
This time, all House Democrats have voted for Congressman Hakeem Jeffries, a New York Democrat, to be speaker.
Though it's unlikely for Jeffries to attain the position, he is set to become the first African American lawmaker to lead a party in either chamber of the U.S. Congress.
Republicans flipped the House in the 2022 midterm elections while Democrats held onto their majority in the Senate.
The divided Congress convened for the first time on Tuesday, with U.S. Vice President Kamala Harris presiding over the opening of the 100-people upper chamber in which Democrats control 51 seats versus 49 for Republicans.
Chuck Schumer from New York and Mitch McConnell from Kentucky remain the Senate majority leader and minority leader, respectively.
",Xinhua,January 05,08:22
U.S. Apollo 7 astronaut Walter Cunningham dies at 90,"HOUSTON, Jan. 3 (Xinhua) -- Former U.S. astronaut Walt Cunningham, who flew into space on Apollo 7, the first crewed Apollo flight, died at 90 on Tuesday in Houston, according to a news release from the U.S. National Aeronautics and Space Administration (NASA).
""On Apollo 7, the first launch of a crewed Apollo mission, Walt and his crewmates made history, paving the way for the Artemis Generation we see today,"" said NASA Administrator Bill Nelson.
Cunningham died of complications of a fall, his family said. A public memorial service will be held on Jan. 24 in Houston.
Cunningham, who called being an astronaut ""one of the world's greatest jobs ever,"" was a U.S. Marine Corps fighter pilot before becoming an astronaut in 1963 as part of NASA's third astronaut class.
He was designated the lunar module pilot for the 11-day flight of Apollo 7, which launched on Oct. 11, 1968 and was the first human flight test of the Apollo spacecraft. With Walter Schirra and Donn Eisele, he tested maneuvers necessary for docking and lunar orbit rendezvous using the third stage of their Saturn IB launch vehicle, according to NASA.
The crew successfully completed eight tests, igniting the service module engine, measuring the accuracy of performance of all spacecraft systems, and providing the first live television transmission of onboard crew activities. The 263-hour and 4.5-million-mile flight splashed down on Oct. 22, 1968 in the Atlantic Ocean.
""Walt Cunningham was a fighter pilot, physicist, and an entrepreneur -- but, above all, he was an explorer,"" Nelson said. ""NASA will always remember his contributions to our nation's space program and sends our condolences to the Cunningham family.""
""The world has lost another true hero, and we will miss him dearly,"" the Cunningham family said in a statement.
Born on March 16, 1932, Cunningham received a bachelor of arts with honors in physics in 1960 and a master of arts with distinction in physics in 1961 from the University of California at Los Angeles. He then completed a doctorate in physics with exception of thesis at the Advanced Management Program in the Harvard Business School in 1974.
He joined the U.S. Navy in 1951 and served on active duty with the U.S. Marine Corps, retiring with the rank of colonel. He has accumulated more than 4,500 hours of flying time in 40 different aircraft, including more than 3,400 in jet aircraft.
Cunningham retired from NASA in 1971 and went on to lead multiple technical and financial organizations. He also was a longtime investor and entrepreneur, organizing small businesses and private investment firms.
",Xinhua,January 04,16:32
U.S. House adjourns after failing to elect speaker in historic political stalemate,"Photo taken on Jan. 3, 2023 shows the U.S. Capitol building in Washington, D.C., the United States. (Xinhua/Liu Jie)
WASHINGTON, Jan. 4 (Xinhua) -- The U.S. House of Representatives adjourned on Tuesday evening after its members failed to elect a speaker for the lower chamber.
U.S. Congressman Kevin McCarthy, a Republican from California, failed to secure enough votes in three ballots earlier in the day after a group of House Republicans voted against him.
There will be at least a fourth vote as House members agreed to adjourn until Wednesday noon. McCarthy is reportedly negotiating with fellow Republicans on Tuesday night.
The political drama came nearly two months after the 2022 midterm elections, in which Republicans flipped the House and Democrats held onto their majority in the Senate.
HISTORICALLY DIVIDED CONGRESS
This was the first time in a century that the U.S. House speaker was not elected on the first ballot.
The House will have to vote on and on until a speaker is elected with a majority of votes. A candidate needs 218 votes to become speaker if no lawmaker skips the vote or votes ""present.""
All House Democrats voted for Congressman Hakeem Jeffries from New York to lead the Democratic minority in the three rounds of voting on the speakership.
It also followed the convening of the new and divided Congress on Tuesday noon.
Jemele Hill, a contributing writer for The Atlantic, tweeted on Tuesday afternoon that ""what we're witnessing today in American politics is just another brutal indictment of this dysfunctional political system.""
White House press secretary Karine Jean-Pierre told reporters that U.S. President Joe Biden, a former six-term senator from Delaware, ""will not insert himself in that process.""
Photo taken on Jan. 3, 2023 shows the U.S. Capitol building in Washington, D.C., the United States. (Xinhua/Liu Jie)
""The president served as a U.S. senator for 34 years and he understands how this process works,"" Jean-Pierre said.
U.S. Vice President Kamala Harris presided over the opening day of the Senate -- where Democrats have a slim 51-49 majority over Republicans -- when she swore in 35 either newly elected or reelected senators Tuesday afternoon.
Chuck Schumer from New York and Mitch McConnell from Kentucky, both Senate veterans, remain the chamber's majority leader and minority leader, respectively.
PUBLIC TRUST IN CONGRESS AT LOW LEVEL
U.S. Congressman-elect George Santos, a 34-year-old Republican from New York, is among those who are waiting to be sworn in after the speaker vote.
Santos has recently admitted to lying about his educational history and professional biography but rejected bipartisan calls for him not to take office.
""My sins here are embellishing my resume. I'm sorry,"" embattled Santos acknowledged last week while alleging that the controversy would not deter him ""from having good legislative success.""
Former U.S. Congresswoman and Fox News contributor Tulsi Gabbard commented, ""Washington has created a culture where it's acceptable to lie to further your own interest.""
""But even when politicians do get caught, people just shrug their shoulders and move on,"" Gabbard continued. ""So, no one should be surprised that the American people don't trust these politicians.""
Public trust in the U.S. Congress reached an all-time low, with only 7 percent of Americans expressing ""a great deal"" or ""quite a lot"" of confidence in it, according to a Gallup poll released in the summer of 2022.
A separate survey that Gallup conducted following last year's midterm elections suggested that Americans' approval of Congress remains largely negative, with 73 percent of U.S. adults expressing disapproval.
The divided Congress with Republicans controlling the House is likely to stall Biden's legislative agenda in the next two years.
In addition, top House Republicans have vowed to launch a series of investigations into the Democratic administration, poised to augment partisan discord on Capitol Hill.
""Our politics has gotten so angry, so mean, so partisan,"" Biden said late last year. ""And too often we see each other as enemies, not as neighbors; as Democrats or Republicans, not as fellow Americans. We've become too divided.""
",Xinhua,January 04,16:22
Chinese medical team departs for DR Congo,"Members of the 21st batch of medical team pose for group photos in Shijiazhuang, north China's Hebei Province before departure for the Democratic Republic of the Congo (DRC), Jan. 3, 2023. (Photo: China News Service/Zhai Yujia)
SHIJIAZHUANG, Jan. 4 (Xinhua) -- A medical team of 21 members departed Wednesday from Shijiazhuang, the capital of north China's Hebei Province, for the Democratic Republic of Congo (DRC) for a one-year medical aid mission.
The team members are mainly from the provincial and municipal hospitals and the provincial center for disease control and prevention in Hebei, covering 12 departments, including internal medicine, surgery, orthopedics, pediatrics, obstetrics and gynecology, and traditional Chinese medicine (TCM).
""We will earnestly fulfill our duties and coordinate with local medical workers to treat patients and popularize health knowledge,"" said Yang Wu, the team leader.
This year marks the 50th anniversary of Hebei's medical aid work in foreign countries. The province has sent 21 medical teams to the DRC and 14 teams to Nepal, respectively.
",Xinhua,January 04,16:19
Iranians mark 3rd anniversary of U.S. assassination of Soleimani,"People attend a ceremony marking the 3rd anniversary of former Iranian commander Qassem Soleimani's assassination in Tehran, Iran, on Jan. 3, 2023. (Xinhua/Gao Wencheng)
TEHRAN, Jan. 3 (Xinhua) -- Iranians gathered on Tuesday across the country to remember former commander Qassem Soleimani who was assassinated by the United States in January 2020.
During a ceremony marking the 3rd anniversary of Soleimani's assassination in the capital Tehran, the crowds waved Iranian flags and chanted anti-American slogans.
""We have not forgotten and will not forget about avenging the top commander's blood,"" Iranian President Ebrahim Raisi told the crowds, describing Soleimani as the symbol of the fight against oppression and global arrogance.
People attend a ceremony marking the 3rd anniversary of former Iranian commander Qassem Soleimani's assassination in Tehran, Iran, on Jan. 3, 2023. (Xinhua/Gao Wencheng)
""We will not let murderers and those behind the crime sleep comfortably,"" Raisi vowed.
Similar ceremonies were also held in the cities of Esfahan, Yazd and Soleimani's hometown Kerman.
On Jan. 3, 2020, the U.S. military assassinated Soleimani and the deputy commander of Iraq's paramilitary Hashd Shaabi forces Abu Mahdi al-Muhandis in a drone strike near the Baghdad International Airport in Iraq. The assassination was condemned by Iran as an act of ""state terrorism.""
",Xinhua,January 04,14:42
Mexican president pledges to urge U.S. to end interventionist policy,"MEXICO CITY, Jan. 3 (Xinhua) -- Mexican President Andres Manuel Lopez Obrador on Tuesday said he will at a summit urge the U.S. government to end the interventionist Monroe Doctrine it has followed for the past 200 years.
As the host of the North American Leaders' Summit next week, Lopez Obrador is set to meet with U.S. President Joe Biden and Canadian Prime Minister Justin Trudeau here in the Mexican capital.
Lopez Obrador plans to call on Biden to change the U.S. policy of ""intervening in"" countries throughout the Americas in a bid to dominate the Western Hemisphere.
The Monroe Doctrine, formulated in the early 1800s by then U.S. President James Monroe, ""has been in place for 200 years,"" he told reporters during his daily press conference at the National Palace in Mexico City.
The principle deems any intervention by external powers in the politics of the Americas as a potentially hostile act against the United States, and has been giving Washington reasons to exercise control over Latin America.
""Respect the autonomy and self-determination of the peoples. It is a very important change,"" said Lopez Obrador.
He also aims to propose integrating North America with the rest of the Western Hemisphere economically to promote development and tackle immigration.
",Xinhua,January 04,13:26
Iraqi protesters blast U.S. for violating sovereignty on 3rd anniversary of deadly drone strike,"BAGHDAD, Jan. 3 (Xinhua) -- Iraqis on Tuesday rallied to mark the third anniversary of the assassination of two Iraqi and Iranian commanders in a U.S. drone attack, condemning the U.S. terror act and its violation of Iraqi sovereignty.
On the al-Tahrir Square in the capital Baghdad, scores of Iraqis held high the pictures of Abu Mahdi al-Muhandis, deputy chief of Iraq's paramilitary Hashd Shaabi forces, and Qassem Soleimani, former commander of the Quds Force of Iran's Islamic Revolution Guards Corps (IRGC).
Both Soleimani and al-Muhandis, who played important roles in the war against the extremist Islamic State (IS) militants, were assassinated in the U.S. drone attack on a convoy of vehicles near the Baghdad International Airport on Jan. 3, 2020.
The Iraqi protesters denounced the United States for creating chaos or disasters in Iraq, which was invaded by the U.S. forces in 2003, and even all over the world in the name of ""protecting human rights.""
""They (Americans) target a leader inside our country. (Therefore) there is no sovereignty. Not even the airspace belongs to Iraq. They (U.S. aircraft) enter our airspace and strike our leaders,"" Ahmed Kadhim, a fitness trainer, told Xinhua.
He said the airstrike was a flagrant violation of Iraq's sovereignty, stressing that the United States is an ""undemocratic and inhumane country"".
""America is the creator of terrorism, and it is the country of chaos and wants to spread chaos all over the world,"" Kadhim added.
Sadid Abdul-Ghani, a retired government employee, told Xinhua that the illegal airstrike that assassinated Soleimani and al-Muhandis was a flagrant violation of Iraq's sovereignty, Iraqis' human rights and all international laws.
""This is a painful terrorist act ... It violates human rights in this airstrike and in other acts"" that spread terrorism in Iraq and other countries, Abdul-Ghani said.
He said the United States has been bringing about chaos, internal fight, instability and economic crisis to Iraq and other countries. ""By this airstrike, the United States aimed to dominate Iraq and the region and to control the world,"" he added.
Ahmed Salim, a Baghdad resident, condemned the U.S. airstrike that killed Soleimani and al-Muhandis, saying Washington ""wanted to dominate Iraq.""
""It claims that it fights terrorism, but it committed a terrorist crime at dawn on Jan. 3, 2020,"" he said.
Also on Tuesday, the Iraqi Hashd Shaabi held a memorial service at the site of the airstrike on a road near the Baghdad International Airport, which was attended by many Iraqis.
""The enemies were disappointed, as they thought that by making people absent and killing leaders, the will of nations would be broken, but they missed that the martyrs are the makers of the glory of every nation,"" Falih al-Fayyadh, head of the Hashd Shaabi commission, said in a speech.
""The assassination of the two leaders, al-Muhandis and Soleimani, was orchestrated by (former U.S. President Donald) Trump, but it will not be long before we see him in the dustbin of history,"" al-Fayyadh added.
Iraqi Prime Minister Mohammed Shia' al-Sudani said in a tweet that ""it is necessary to recall the leaders of victory and their heroism in confronting the most violent extremist terrorist group (IS) known to our contemporary history.""
He said the assassination of the two leaders motivated the Iraqi government to work to ""consolidate sovereignty and work for an Iraq that is independent in its policies and capable of protecting its people.""
The U.S. airstrike that killed Soleimani and al-Muhandis sparked tension and reprisal attacks between Iran and the United States on Iraqi soil.
Two days after the airstrike in 2020, the Iraqi parliament passed a resolution requiring the government to end the presence of foreign forces in the country.
On Dec. 29, 2021, then Iraqi Prime Minister Mustafa al-Kadhimi confirmed the end of the U.S.-led coalition's combat mission in Iraq after the withdrawal of their forces from the country.
",Xinhua,January 04,10:27
"Divided U.S. Congress convenes in scandal, with McCarthy failing initial vote to be elected House speaker","The U.S. Capitol building is seen in Washington, D.C., the United States, Nov. 4, 2022. (Xinhua/Liu Jie)
-- U.S. Congressman Kevin McCarthy lost an initial vote for House speaker on Tuesday afternoon after 19 Republicans voted for others, sending the election to a second ballot.
-- Public trust in the U.S. Congress reached an all-time low, with only 7 percent of Americans expressing ""a great deal"" or ""quite a lot"" of confidence in it, according to a Gallup poll released in the summer of 2022.
WASHINGTON, Jan. 3 (Xinhua) -- A divided and new U.S. Congress convened Tuesday noon amid a bitter House leadership battle and the snowballing scandal of a congressman-elect lying about his biography.
The session came nearly two months after the 2022 midterm elections, in which Republicans flipped the U.S. House of Representatives and Democrats held onto their majority in the Senate.
U.S. Congressman Kevin McCarthy, a California Republican, lost an initial vote for House speaker on Tuesday afternoon after 19 Republicans voted for others, sending the election to a second ballot.
All House Democrats voted for Congressman Hakeem Jeffries from New York to lead the Democratic minority, set to make him the first African American lawmaker to lead a party in either chamber of the U.S. Congress.
If no candidate wins a majority of votes in the next round, House members will vote on and on until a speaker is elected.
U.S. Congressman-elect George Santos, a 34-year-old Republican from New York, is among those who are waiting to be sworn in after the speaker vote.
Santos has recently admitted to lying about his educational history and professional biography but rejected bipartisan calls for him not to take office.
""My sins here are embellishing my resume. I'm sorry,"" embattled Santos acknowledged last week while alleging that the controversy would not deter him ""from having good legislative success.""
Former U.S. Congresswoman and Fox News contributor Tulsi Gabbard commented, ""Washington has created a culture where it's acceptable to lie to further your own interest.""
""But even when politicians do get caught, people just shrug their shoulders and move on,"" Gabbard continued. ""So, no one should be surprised that the American people don't trust these politicians.""
Public trust in the U.S. Congress reached an all-time low, with only 7 percent of Americans expressing ""a great deal"" or ""quite a lot"" of confidence in it, according to a Gallup poll released in the summer of 2022.
Americans' approval of Congress, a separate survey that Gallup conducted following last year's midterm elections suggested, remains largely negative, with 73 percent of U.S. adults expressing disapproval.
The U.S. Capitol building is seen in Washington, D.C. Nov. 10, 2022. (Xinhua/Liu Jie)
U.S. Vice President Kamala Harris presided over the opening day of the Senate with Democrats having a slim 51-49 majority over Republicans, and she swore in 35 either newly elected or reelected senators Tuesday afternoon.
Chuck Schumer from New York and Mitch McConnell from Kentucky, both Senate veterans, will continue to serve as the chamber's majority leader and minority leader, respectively.
The divided Congress with Republicans controlling the House is likely to stall U.S. President Joe Biden's legislative agenda in the next two years.
In addition, top House Republicans have vowed to launch a series of investigations into the Democratic administration, poised to augment partisan discord on Capitol Hill.
""Our politics has gotten so angry, so mean, so partisan,"" Biden said late last year. ""And too often we see each other as enemies, not as neighbors; as Democrats or Republicans, not as fellow Americans. We've become too divided.""
Divided government has been the reality for all U.S. presidents since Ronald Reagan for at least part of their term.
",Xinhua,January 04,10:24
5 countries start responsibilities as newly elected members of UN Security Council,"Kazakhstan's permanent representative Akan Rakhmetullin presides over a flag installation ceremony at the UN headquarters in New York, on Jan. 3, 2023. (Xinhua/Xie E)
UNITED NATIONS, Jan. 3 (Xinhua) -- Five countries -- Ecuador, Japan, Malta, Mozambique and Switzerland -- on Tuesday began to assume responsibilities as non-permanent members of the United Nations Security Council.
Their two-year term officially started on Jan. 1, but the first business day of the Security Council for 2023 after the New Year holiday break is Tuesday, Jan. 3.
A flag installation ceremony was held to mark the start of their responsibilities. The ceremony was initiated by Kazakhstan in 2018.
Kazakhstan's permanent representative Akan Rakhmetullin, who presided over the ceremony, voiced confidence that the five new council members will bring much depth and focus to the pressing issues of global peace and security.
""As we begin a new year, it is clear that the global situation continues to be marked by numerous challenges and crisis, from ongoing conflicts and humanitarian calamities to the negative impacts of climate change and the pandemic,"" Rakhmetullin said.
Kazakhstan's permanent representative Akan Rakhmetullin (3rd L) and permanent representatives of the five new UN Security Council members attend a flag installation ceremony at the UN headquarters in New York, on Jan. 3, 2023. (Xinhua/Xie E)
Addressing these acute issues requires cooperation and solidarity as well as the commitment of all UN member states, he said.
The permanent representatives of the five new council members made short speeches before they installed their respective national flags outside the Security Council Chamber.
The five countries replaced India, Ireland, Kenya, Mexico and Norway.
The 15-member Security Council has five permanent members -- Britain, China, France, Russia and the United States, and 10 non-permanent members elected for two-year terms by the UN General Assembly. Five non-permanent members are replaced every year.
Albania, Brazil, Gabon, Ghana and the United Arab Emirates are in the middle of their two-year term as non-permanent members.
",Xinhua,January 04,10:21
"Fuss over China's coronavirus situation unwarranted, says Cyprus virologist","NICOSIA, Jan. 3 (Xinhua) -- Worry and panic over reports about a surge of coronavirus cases in China are excessive and unwarranted, a leading Cypriot virologist said here on Tuesday.
""So far, there is no particular cause for concern because the COVID-19 variant that prevails in China was detected in Cyprus months ago and it doesn't seem to pose much of a problem,"" Petros Karayiannis, professor of microbiology and molecular virology at the University of Nicosia Medical School, said.
Karayiannis is a member of the scientific team advising the government on the handling of the pandemic.
""Because it concerns Omicron variants, I believe that perhaps it was somewhat excessive that there was such a fuss,"" Karayiannis told the CyBC state radio.
He said that the Omicron subvariant BF.7, a spin-off of the main BA.5 strain, is thought to be responsible for a small percentage of COVID-19 cases in Cyprus and it has not been found to cause more severe symptoms than the other Omicron variants.
Karayiannis said that in his view the virus mutates to increase its transmissibility and to survive, but in doing so it does not become more pestiferous.
According to Karayiannis, the current situation in Cyprus is not causing a concern to medical authorities as new COVID-19 cases have stabilized at about 2,700 per week in a population of less than one million.
",Xinhua,January 04,10:19
Consecutive ballots fail to elect House speaker after divided U.S. Congress convenes,"WASHINGTON, Jan. 3 (Xinhua) -- Two consecutive ballots on the floor of the U.S. House of Representatives on Tuesday afternoon failed to elect a new speaker.
U.S. Congressman Kevin McCarthy, a Republican from California, lost the second ballot for House speaker after 19 Republicans again voted against him.
A third vote is underway, a scenario that hasn't been seen in a century. A candidate needs 218 votes to become House speaker if no member skips the vote or votes ""present.""
""We stay in until we win,"" McCarthy told reporters, adding that the numbers ""will change eventually.""
The political drama came nearly two months after the 2022 midterm elections, in which Republicans flipped the House and Democrats held onto their majority in the Senate, and shortly after the divided Congress convened Tuesday noon.
All House Democrats have voted for Congressman Hakeem Jeffries from New York to lead the Democratic minority in the first two ballots.
Jemele Hill, a contributing writer for The Atlantic, tweeted on Tuesday afternoon that ""what we're witnessing today in American politics is just another brutal indictment of this dysfunctional political system.""
If no candidate wins a majority of votes in the third round, House members will vote on and on until a speaker is elected.
House members can adjourn to negotiate but the lower chamber does not kick off the new term until the speaker election is over.
White House press secretary Karine Jean-Pierre said on Tuesday afternoon that U.S. President Joe Biden, a former six-term senator, ""will not insert himself in that process.""
""The president served as a U.S. senator for 34 years and he understands how this process works,"" Jean-Pierre said.
U.S. Vice President Kamala Harris presided over the opening day of the Senate, where Democrats have a slim 51-49 majority over Republicans, when she swore in 35 either newly elected or reelected senators Tuesday afternoon.
Chuck Schumer from New York and Mitch McConnell from Kentucky, both Senate veterans, will continue to serve as the chamber's majority leader and minority leader, respectively.
Public trust in the U.S. Congress reached an all-time low, with only 7 percent of Americans expressing ""a great deal"" or ""quite a lot"" of confidence in it, according to a Gallup poll released in the summer of 2022.
Americans' approval of Congress, a separate survey that Gallup conducted following last year's midterm elections suggested, remains largely negative, with 73 percent of U.S. adults expressing disapproval.
",Xinhua,January 04,08:26
